News#,Title,Matched Words,Score,Polarity
588,"FEDERAL CO &lt;FFF> SETS REGULAR PAYOUT","none",0,Neutral
589,"TRANSCANADA PIPE &lt;TRP> SETS SHARE REDEMPTION","redemption(+)",1,Positive
590,"SOUTHWESTERN BELL &lt;SBC> SEES EARNINGS DILUTION","none",0,Neutral
591,"BOLIVIAN DEBT BUYBACK PLAN SAID GAINING GROUND","gaining(+) | debt(-)",0,Neutral
592,"BRAZIL WANTS TO INCREASE STEEL EXPORTS TO U.S.","none",0,Neutral
593,"XYLOGICS IN INITIAL PUBLIC OFFERING","none",0,Neutral
594,"DETROIT EDISON &lt;DTE> REGISTERS BONDS","none",0,Neutral
595,"S/P DOWNGRADES DANA CORP'S 900 MLN DLRS OF DEBT","debt(-)",-1,Negative
596,"ANCHOR SAVINGS BANK OFFERING FULLY SUBSCRIBED","savings(+)",1,Positive
597,"LEAR SIEGLER HOLDING CORP PLANS TO DIVEST AEROSPACE SUBSIDIARY","none",0,Neutral
598,"VARITY CORP YEAR SHR LOSS 21 CTS VS LOSS 16 CTS","loss(-)",-2,Negative
599,"NORDSON &lt;NDSN> SETS 3-FOR-2 SPLIT","split(-)",-1,Negative
600,"BALDRIGE SEES U.S. TRADE DEFICIT STARTING TO DECLINE IN FEB OR MARCH DATA","decline(-)",-1,Negative
601,"S/P MAY UPGRADE WAINOCO OIL &lt;WOL>","none",0,Neutral
602,"U.S. BUDGET DIRECTOR WARNS AGAINST TAX INCREASE","none",0,Neutral
603,"BALDRIGE SEES U.S. TRADE GAP DROPPING SOON","none",0,Neutral
604,"NORMAL WORK RESUMES AT NEW ZEALAND PORTS","work(+)",1,Positive
605,"VARITY CORP &lt;VAT> 4TH QTR JAN 31 LOSS","loss(-)",-1,Negative
606,"INDIANA FEDERAL &lt;IFSL> 4TH QTR NET","none",0,Neutral
607,"LEAR-SIEGLER HOLDING TO DIVEST AEROSPACE UNIT","none",0,Neutral
608,"RUBBERMAID &lt;RBD> COMPLETES ACQUISITIONS","none",0,Neutral
609,"KANSAS POWER AND LIGHT &lt;KAN> CHAIRMAN LEAVING","none",0,Neutral
610,"CRYSTAL OIL CO &lt;COR> 4TH QTR LOSS","loss(-)",-1,Negative
611,"CHEMFIX TECHNOLOGIES &lt;CFIX> 2ND QTR FEB 28 NET","none",0,Neutral
612,"FEDERAL-MOGUL CORP &lt;FMO> SETS REGULAR DIVIDEND","none",0,Neutral
613,"IOWA RESOURCES INC &lt;IOR> DECLARES QTLY DIVIDEND","none",0,Neutral
614,"EIA SAYS DISTILLATE STOCKS OFF 3.2 MLN BBLS, GASOLINE UP 2.2 MLN, CRUDE UP 7.5 MLN","crude(-)",-1,Negative
615,"U.S. HOME RESALES UP IN FEBRUARY, REALTORS SAY","none",0,Neutral
616,"EL PASO ELECTRIC &lt;ELPA> TO BUY BACK BONDS","none",0,Neutral
617,"LOWER U.S. SOYBEAN LOAN IDEA SHARPLY CRITICIZED","sharply(-) | criticized(-)",-2,Negative
618,"FIDUCIARY TRUST CO IN FIVE-FOR-ONE STOCK SPLIT","trust(+) | split(-)",0,Neutral
619,"MODULAIRE &lt;MODX> BUYS BOISE HOMES PROPERTY","none",0,Neutral
620,"U.S. HOUSE PANEL ADOPTS BILL THAT COULD BAR JAPANESE PRIMARY DEALERS","none",0,Neutral
621,"LITTLE SUPPORT FOR MANDATORY ACREAGE CUTS - LYNG","support(+)",1,Positive
622,"UAL &lt;UAL> UNIT LINKS RESERVATION SERVICE","none",0,Neutral
623,"DANA CORP &lt;DCN> DEBT LOWERED BY S/P","debt(-)",-1,Negative
624,"MINNESOTA POWER &lt;MPL> SELLS SEVEN-YEAR BONDS","none",0,Neutral
625,"LA QUINTA MOTOR INNS INC&lt;LQM>3RD QTR FEB 28 NET","none",0,Neutral
626,"KANSAS CITY SOUTHERN INDUSTRIES SAYS IT EAGER TO PURCHASE SOUTHERN PACIFIC RAILROAD","eager(+)",1,Positive
627,"FNMA ANNOUNCES 10 AND 20-YEAR MORTGAGE PRODUCTS","none",0,Neutral
628,"U.S. CHIPMAKERS URGE SANCTIONS AGAINST JAPAN","none",0,Neutral
629,"U.S. LEGISLATION COULD BAR JAPANESE DEALERS","none",0,Neutral
630,"BOLIVIAN DEBT BUYBACK PLAN GAINS GROUND","debt(-) | gains(+)",0,Neutral
631,"PDVSA PICKS ARCO-AGIP CONSORTIUM IN COAL VENTURE","none",0,Neutral
632,"S/P DOWNGRADES CHASE, CHEMICAL, IRVING, MANUFACTURERS, MELLON AND SECURITY PACIFIC","none",0,Neutral
633,"ICN &lt;ICN> SAYS KODAK SALE WILL NOT AFFECT R/D","none",0,Neutral
634,"RECENT U.S. OIL DEMAND UP 0.1 PCT FROM YEAR AGO","none",0,Neutral
635,"FED APPROVES CHEMICAL BANK ACQUISITION OF TEXAS COMMERCE BANCSHARES","none",0,Neutral
636,"S/P DOWNGRADES SIX U.S. MONEY CENTER BANKS","none",0,Neutral
637,"KANSAS CITY &lt;KSU> READY TO BUY SOUTHERN PACIFIC","ready(+)",1,Positive
638,"GENCORP &lt;GY> BID COULD BE RAISED, GROUP SAYS","none",0,Neutral
639,"UNOCAL &lt;UCL> PLANS INCREASE IN CAPITAL SPENDING","none",0,Neutral
640,"FED APPROVES CHEMICAL NEW YORK &lt;CHL> MERGER","none",0,Neutral
641,"VARITY&lt;VAT> SEES IMPROVED RESULTS AFTER 1ST QTR","improved(+)",1,Positive
642,"CAMPBELL RESOURCES &lt;CCH> UPS MESTON LAKE STAKE","none",0,Neutral
643,"FPL GROUP &lt;FPL> UNIT FILES TO OFFER PREFERRED","none",0,Neutral
644,"METROBANC &lt;MTBC> SHAREHOLDERS APPROVE MERGER","approve(+)",1,Positive
645,"CONNECTICUT ENERGY &lt;CNE>UNIT SEEKS HIGHER RATES","none",0,Neutral
646,"CATTLEMEN ASSESSING DEATH LOSS FROM STORM","loss(-) | death(-)",-2,Negative
647,"PLAINS RESOURCES INC &lt;PLNS> YEAR LOSS","loss(-)",-1,Negative
648,"ECUADOR SIGNS 280 MLN DLR IADB LOAN","none",0,Neutral
649,"PERU'S DEBT OBLIGATIONS HIT 6.3 BILLION DLRS IN 1987","debt(-)",-1,Negative
650,"PENNZOIL (PZL) WILLING TO SETTLE TEXACO (TX) LAWSUIT","willing(+)",1,Positive
651,"FARM CREDIT SYSTEM TO ASK FOR CONGRESSIONAL AID","none",0,Neutral
652,"GV MEDICAL INC &lt;GVMI> 4TH QTR LOSS","loss(-)",-1,Negative
653,"FIRST FEDERAL/ARKANSAS &lt;FARK> IN COURT RULING","none",0,Neutral
654,"IBC PRESIDENT NOT TO ATTEND ICO EXECUTIVE BOARD","none",0,Neutral
655,"COLOMBIA TO MAINTAIN FOREIGN BORROWING LEVELS","none",0,Neutral
656,"EXCHANGE RATE BILL CLEARS U.S. HOUSE PANEL","clears(+)",1,Positive
657,"U.S. CHIPMAKERS URGE SANCTIONS AGAINST JAPAN","none",0,Neutral
658,"LOMAC TO PAY COSTS IN FIRST SUPERFUND AGREEMENT","none",0,Neutral
659,"WORLD BANK AFFILIATE PROVIDES CREDIT FOR HAITI","none",0,Neutral
660,"U.S. AGRICULTURE SECY DOUBTFUL ON DEFICIT GOAL","doubtful(-)",-1,Negative
661,"CLABIR &lt;CLG>, AMBRIT &lt;ABI> CALL OFF MERGER","none",0,Neutral
662,"FAA ORDERS VOICE RECORDERS ON NEW COMMUTER CRAFT","none",0,Neutral
663,"TELECOMMUNICATIONS BILL CLEARS U.S. HOUSE PANEL","clears(+)",1,Positive
664,"BANK BOARD TAKES CONTROL OF FLORIDA THRIFT","thrift(+)",1,Positive
665,"MOODY'S DOWNGRADES ZENITH ELECTRONICS &lt;ZE> DEBT","zenith(+) | debt(-)",0,Neutral
666,"SDC SYDNEY REPLACES CHAIRMAN","none",0,Neutral
667,"COST OF PIK CERTIFICATES TO BE EYED BY CONGRESS","none",0,Neutral
668,"DAILY TELEGRAPH IN DEAL WITH NEWS INTERNATIONAL","none",0,Neutral
669,"USACAFES &lt;USF> UNIT POSTS RECORD WEEKLY SALES","none",0,Neutral
670,"MACAO TO KEEP EXISTING SYSTEM FOR 50 YEARS","none",0,Neutral
671,"FRIEDMAN INDUSTRIES INC &lt;FRD> QUARTERLY DIV","none",0,Neutral
672,"CHIRAC SEES FASTER PRIVATISATION","faster(+)",1,Positive
673,"IADB MEETING ENDS WITH U.S. ISOLATED ON REFORM","reform(+) | isolated(-)",0,Neutral
674,"LATIN OIL PRODUCERS TO MEET IN CARACAS","none",0,Neutral
675,"AUSTRALIAN RESERVE BANK CUTS REDISCOUNT RATE","none",0,Neutral
676,"ARGENTINA SAYS COULD FOLLOW BRAZILIAN DEBT MOVE","debt(-)",-1,Negative
677,"GENOVA &lt;GNVA> SIGNS DEFINITIVE MERGER AGREEMENT","none",0,Neutral
678,"PENOBSCOT SHOE CO &lt;PSO> 1ST QTR FEB 27 NET","none",0,Neutral
679,"DREXEL SAYS BUSINESS STRONG DESPITE TRADE PROBE","strong(+)",1,Positive
680,"DAUSTER SAYS NO CHANGE IN BRAZIL'S COFFEE POLICY","none",0,Neutral
681,"EXCHANGE RATE BILL CLEARS U.S. HOUSE PANEL","clears(+)",1,Positive
682,"CONSOLIDATE CAPITAL TRUST &lt;CIOTS> 4TH QTR NET","trust(+)",1,Positive
683,"SARNEY REITERATES THAT BRAZIL WILL NOT GO TO IMF","none",0,Neutral
684,"U.S. BANKS SEEN STEPPING UP SECURITIES ROLE","none",0,Neutral
685,"PALO VERDE UNIT 3 GRANTED OPERATING LICENSE","none",0,Neutral
686,"TREASURY'S BAKER SAYS HE STANDS BY PARIS PACT TO FOSTER STABLE CURRENCIES","stable(+)",1,Positive
687,"MEMBERS VOTE TO DISSOLVE U.S. FARM CO-OP","none",0,Neutral
688,"U.S. SENATE FARM PANEL MAKEUP STILL IN DOUBT","doubt(-)",-1,Negative
689,"BAKER SAYS HE STANDS BY PARIS CURRENCY AGREEMENT","none",0,Neutral
690,"BAKER DECLINES COMMENT ON VOLCKER REAPPOINTMENT","declines(-)",-1,Negative
691,"CHINA SAYS 1986 BUDGET DEFICIT 7.08 BILLION YUAN","none",0,Neutral
692,"GUYANA FINANCE MINISTER OPTIMISTIC BUT SEEKS HELP","optimistic(+)",1,Positive
693,"BAKER OPPOSES STOCK TRANSACTION TAX PROPOSAL","none",0,Neutral
694,"BAKER SEEKS MORE BANK LOANS TO DEVELOPING NATIONS","none",0,Neutral
695,"LIBYANS APPEAR TO BE PULLING OUT OF CHAD","none",0,Neutral
696,"CHINA, PORTUGAL INITIAL MACAO PACT","none",0,Neutral
697,"BAKER SEES 15 TO 20 BILLION DLR DROP IN TRADE GAP","none",0,Neutral
698,"Sumita says further yen rise would adversely affect Japanese economy","none",0,Neutral
699,"Sumita says major nations will continue to cooperate to stabilize currencies","stabilize(+)",1,Positive
700,"N.Z. MONEY SUPPLY RISES 2.4 PCT IN JANUARY","none",0,Neutral
701,"FURTHER YEN RISE WOULD HURT JAPAN ECONOMY, SUMITA","hurt(-)",-1,Negative
702,"JAPAN VTR AND TV EXPORTS FALL IN FEBRUARY","fall(-)",-1,Negative
703,"DEMOCRAT LOSES BID TO WIN CONTRA AID ACCOUNTING","loses(-) | win(+)",0,Neutral
704,"EC LINKS AGRICULTURAL TRADE TALKS TO OTHER REFORM","reform(+)",1,Positive
705,"VIETNAM'S ARMY ORDERED TO GROW MORE FOOD","none",0,Neutral
706,"LINDE TURNOVER UP IN FIRST TWO MONTHS OF 1987","none",0,Neutral
707,"LINDE AG &lt;LING.F> 1986 YEAR","none",0,Neutral
708,"PACIFIC DUNLOP ANNOUNCES AIDS PROTECTION DISCOVERY","protection(+)",1,Positive
709,"BANK OF NEW ZEALAND SHARES TO BE LISTED NEXT WEEK","none",0,Neutral
710,"JAPAN SEEN CUTTING APRIL BOND COUPON FROM FIVE PCT","none",0,Neutral
711,"SINGAPORE RULE CHANGES SEEN HAVING LITTLE IMPACT","none",0,Neutral
712,"TRADE SURPLUS CUT WOULD BENEFIT JAPAN - SUMITA","benefit(+)",1,Positive
713,"VIOLENCE REPORTED IN ECUADOR GENERAL STRIKE","strike(-)",-1,Negative
714,"PHILIPPINE DEBT TALKS PROCEED WITH NARROWER FOCUS","narrower(-) | debt(-)",-2,Negative
715,"GARCIA SAYS PERU NOT TRYING TO EXPORT DEBT STANCE","debt(-)",-1,Negative
716,"SUPREME COURT UPHOLDS AFFIRMATIVE ACTION FOR WOMEN","supreme(+) | affirmative(+)",2,Positive
717,"ECONOMIC SPOTLIGHT - HONG KONG'S MORE ACTIVE ROLE","none",0,Neutral
718,"GULF ESCORTS STILL UNDER DISCUSSION - WEINBERGER","none",0,Neutral
719,"SRI LANKA TO LAUNCH APPEAL FOR DROUGHT AID","drought(-) | appeal(+)",0,Neutral
720,"MIYAZAWA SAYS MAJOR NATIONS ACTING ON PARIS ACCORD","none",0,Neutral
721,"U.S. HOUSE PANEL APPROVES 400 MLN DLRS FOREIGN AID","none",0,Neutral
722,"ECONOMIC SPOTLIGHT - TOKYO EARTHQUAKE AFTERSHOCKS","none",0,Neutral
723,"Hoechst AG 1986 world group pretax profit 3.21 billion marks vs 3.16 billion","none",0,Neutral
724,"AIDC ISSUES FIRST AUSTRALIAN DLR MEDIUM TERM NOTES","issues(-)",-1,Negative
725,"MAZDA DOES NOT PLAN TO MAKE SPORTS CARS IN U.S.","none",0,Neutral
726,"KAWASAKI TO INCREASE MOTORCYCLE OUTPUT","none",0,Neutral
727,"BANK OF FRANCE LAUNCHES MONEY MARKET INTERVENTION TENDER - OFFICIAL","tender(+)",1,Positive
728,"HOECHST AG &lt;HFAG.F> YEAR 1986","none",0,Neutral
729,"GERMAN TRADE, CURRENT ACCOUNT DATA DUE TODAY","none",0,Neutral
730,"BANK OF FRANCE LAUNCHES MONEY MARKET TENDER","tender(+)",1,Positive
731,"BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash","tender(+)",1,Positive
732,"CHINA PROJECTS 1987 BUDGET DEFICIT INCREASE","none",0,Neutral
733,"BP TO OFFER 7.4 BILLION DLRS FOR STANDARD SHARES","none",0,Neutral
734,"HOECHST RAISES PROFITS ON LOWER SALES","none",0,Neutral
735,"Danish overnight money market rate cut to 10 pct from 10.5 - central bank","none",0,Neutral
736,"BHP NET SEEN AROUND 600 MLN DLRS FOR NINE MONTHS","none",0,Neutral
737,"BP units seek five billion dlr revolving credit to support Standard Oil tender","tender(+) | support(+)",2,Positive
738,"INDIAN PLANT SIGNS FIRST ALUMINA EXPORT CONTRACT","none",0,Neutral
739,"FRIED. KRUPP GMBH &lt;KRPG.D> YEAR 1986","fried(-)",-1,Negative
740,"NORDIC INVESTMENT BANK HAS ZERO COUPON BOND","none",0,Neutral
741,"LUCAS INDUSTRIES PLC &lt;LUCS.L> HALFYEAR ENDED JAN 31","none",0,Neutral
742,"BP UNITS SEEK FIVE BILLION DLR REVOLVING CREDIT","none",0,Neutral
743,"EUROFIMA LAUNCHING 40 MLN SWISS FRANC NOTES","none",0,Neutral
744,"CLUB MEDITERRANEE &lt;CMI.PA> - YEAR ENDED OCTOBER 31","none",0,Neutral
745,"U.K. MONEY MARKET LIQUIDITY POSITION EXPECTED FLAT","none",0,Neutral
746,"EC SUGAR TENDER SEEN AS FURTHER CONCESSION","tender(+) | concession(-)",0,Neutral
747,"German Feb current account surplus 6.6 billion marks (Jan surplus 4.8 billion) - official","none",0,Neutral
748,"German February trade surplus 10.4 billion marks (Jan surplus 7.2 billion) - official","none",0,Neutral
749,"GERMAN CURRENT ACCOUNT SURPLUS WIDENS IN FEBRUARY","none",0,Neutral
750,"MONTREAL TRUSTCO ISSUES CANADIAN DOLLAR EUROBOND","issues(-)",-1,Negative
751,"KEATING REVISES DOWN AUSTRALIAN GROWTH FORECAST","none",0,Neutral
752,"TAIWAN'S SAVINGS AT RECORD HIGH","savings(+)",1,Positive
753,"SHORT-DATED SAUDI RIYAL RATES FIRM IN QUIET MARKET","quiet(+)",1,Positive
754,"JAPAN BEEF PRICE SUPPORT CUT WILL NOT RAISE DEMAND","support(+)",1,Positive
755,"FOREIGN FIRMS HOPE TO JOIN JAPAN TELECOM COMPANY","none",0,Neutral
756,"U.K. OILMEAL/VEG OIL PRODUCTION ROSE IN 1986","none",0,Neutral
757,"BNP PLANS 100 MLN H.K. DLR CD ISSUE","issue(-)",-1,Negative
758,"PHILIPPINES TO PUT 100 STATE FIRMS UP FOR SALE","none",0,Neutral
759,"SINGAPORE LAWS TO LIBERALISE LOCAL CAPITAL MARKET","none",0,Neutral
760,"SIEMENS SEES SALES NEAR 52 BILLION MARKS THIS YEAR","none",0,Neutral
761,"KRUPP HAS SATISFACTORY 1986 RESULTS","satisfactory(+)",1,Positive
762,"JAPANESE SCIENTISTS DEVELOP AIDS DETECTION MATERIAL","none",0,Neutral
763,"NO PESSIMISM FOR GERMAN EXPORTERS, MINISTRY","pessimism(-)",-1,Negative
764,"MONETARY AUTHORITIES SAID TO LOSE CREDIBILITY","lose(-)",-1,Negative
765,"AUSTRIA MAKES TWO BILLION SCHILLING NOTE ISSUE","issue(-)",-1,Negative
766,"FRANCE'S CAECL ISSUES THREE BILLION FRANC BOND","issues(-)",-1,Negative
767,"UK FEB TRADE DEFICIT 224 MLN STG VS DEFICIT 527 MLN IN JAN - OFFICIAL.","none",0,Neutral
768,"U.K. FEB CUURENT ACCOUNT SURPLUS 376 MLN STG VS JAN SURPLUS 73 MLN - OFFICIAL.","none",0,Neutral
769,"MALAYSIAN CENTRAL BANK SEES HIGHER 1987 GROWTH","none",0,Neutral
770,"U.K. VISIBLE TRADE DEFICIT NARROWS IN FEBRUARY","none",0,Neutral
771,"LUCAS SEES CONTINUED GROWTH IN SECOND HALF","none",0,Neutral
772,"IWC ups Soviet grain 1986/87 import estimate three mln tonnes to 29 mln - official","none",0,Neutral
773,"IWC lifts 1986/87 world wheat, coarse grain estimate one mln tonnes to record 1,377 mln","coarse(-)",-1,Negative
774,"ECONOMIC SPOTLIGHT - SWISS BANKING SECRECY","none",0,Neutral
775,"MONTREAL TRUSTCO ISSUES CANADIAN DOLLAR EUROBOND","issues(-)",-1,Negative
776,"LIBYANS APPEAR TO BE PULLING OUT OF CHAD","none",0,Neutral
777,"TRADE SURPLUS CUT WOULD BENEFIT JAPAN - SUMITA","benefit(+)",1,Positive
778,"ALSTHOM AWARDED 900 MLN FRANC PAKISTANI DEAL","awarded(+)",1,Positive
779,"COMMISSION APPROVES RAINBOW/PROGRESSIVE MERGER","none",0,Neutral
780,"VIOLENCE REPORTED IN ECUADOR GENERAL STRIKE","strike(-)",-1,Negative
781,"U.K. MONEY MARKET FORECAST REVISED TO DEFICIT","none",0,Neutral
782,"IWC LIFTS WORLD GRAIN OUTPUT ESTIMATE TO RECORD","none",0,Neutral
783,"BANK OF JAPAN BUYS SMALL QUANTITY DOLLARS -DEALERS","none",0,Neutral
784,"U.K. TRADE FIGURES BUOY HOPES OF INTEREST RATE CUT","none",0,Neutral
785,"ECC APPROVES MONTEDISON/HERCULES VENTURE","none",0,Neutral
786,"EC SELLS BUTTER STOCKS TO SOVIET UNION","none",0,Neutral
787,"GERMAN NET CURRENCY RESERVES RISE","none",0,Neutral
788,"WORLD BANK CHIEF CONCERNED ABOUT BRAZIL ECONOMY","concerned(-)",-1,Negative
789,"ITALIAN TREASURY ANNOUNCES CERTIFICATE OFFER","none",0,Neutral
790,"GUINNESS PEAT HAS CASH ADVANCE FACILITY","none",0,Neutral
791,"SUMITOMO BANK HAS 500 MLN STG CD PROGRAM","none",0,Neutral
792,"CURRENCY EXCHANGE LOSS PUSHES MALAYSIA'S DEBT UP","loss(-) | debt(-)",-2,Negative
793,"IWC SAYS EFFECT OF LOWER SUPPORT PRICES LIMITED","limited(-) | support(+)",0,Neutral
794,"SANDOZ HAS 50 MLN DLR EURO-CP PROGRAM","none",0,Neutral
795,"U.S. TREASURY'S BAKER OPPOSES TAX INCREASE","none",0,Neutral
796,"PHILIPPINE DEBT TALKS PROCEED WITH NARROWER FOCUS","narrower(-) | debt(-)",-2,Negative
797,"TREASURY'S BAKER SAYS HE STANDS BY PARIS PACT","none",0,Neutral
798,"TREASURY'S BAKER DECLINES COMMENT ON VOLCKER","declines(-)",-1,Negative
799,"GERMAN ANALYSTS SEE GOLD RISING IN 2ND HALF 1987","gold(+)",1,Positive
800,"CAMBRIAN AND GENERAL NOTES RELISTED IN LONDON","none",0,Neutral
801,"GULF ESCORTS STILL UNDER DISCUSSION - WEINBERGER","none",0,Neutral
802,"AUSTRIA TREASURY NOTE ISSUE LIKELY TO BE INCREASED","issue(-)",-1,Negative
803,"NEW CAPITAL RULES WOULD FAVOR FIRST INTERSTATE","favor(+)",1,Positive
804,"FIRST INTERSTATE &lt;I> ESTIMATES LOSS ON BRAZIL","loss(-)",-1,Negative
805,"FRENCH UNEMPLOYMENT RISES TO SEASONALLY ADJUSTED 2.65 MLN IN FEBRUARY - OFFICIAL","none",0,Neutral
806,"CONRAIL INITIAL OFFER PRICED AT 28 DLRS SHARE","none",0,Neutral
807,"MICKELBERRY CORP &lt;MBC> 4TH QTR NET","none",0,Neutral
808,"HOLIDAY &lt;HIA> SEES RULING NEXT WEEK ON PLAN","none",0,Neutral
809,"MICKELBERRY &lt;MBC> COMPLETES SALE OF UNIT","none",0,Neutral
810,"FLUOROCARBON CO &lt;FCBN> 4TH QTR JAN 31 NET","none",0,Neutral
811,"ROSTENKOWSKI SAYS REAGAN MUST RECONSIDER TAX RISE","none",0,Neutral
812,"FRENCH FEBRUARY UNEMPLOYMENT HITS RECORD 2.65 MLN","none",0,Neutral
813,"TREASURY'S BAKER OPPOSES STOCK TRANSACTION TAX","none",0,Neutral
814,"PHILIPS ELECTRICAL SELLS STAKE IN UNIDARE","none",0,Neutral
815,"AMERICAN MEDICAL INTERNATIONAL INC 2ND QTR SHR PROFIT 32 CTS VS LOSS 95 CTS","loss(-)",-1,Negative
816,"BAKER SEES 15 TO 20 BILLION DLR DROP IN TRADE GAP","none",0,Neutral
817,"NEW GENERATION FOODS &lt;NGEN> SELLS SHARES","none",0,Neutral
818,"AMERICAN MEDICAL INTERNATIONAL INC &lt;AMI> NET","none",0,Neutral
819,"SIEMENS U.S. TURNOVER TO RISE IN CURRENT YEAR","none",0,Neutral
820,"F.W. DODGE REPORTS FEBRUARY CONSTRUCTION DROPS","none",0,Neutral
821,"U.K. VISIBLE TRADE DEFICIT NARROWS IN FEBRUARY","none",0,Neutral
822,"FRENCH RESERVES FALL ON DEBT REPAYMENT","fall(-) | debt(-)",-2,Negative
823,"FOOTE MINERAL CO IN LETTER OF INTENT TO MERGE INTO RIO TINTO-ZINC","none",0,Neutral
824,"German March cost of living 0.2 pct below year ago (Feb 0.5 pct below) - official","none",0,Neutral
825,"&lt;TRIZEC CORP LTD> 1ST QTR JAN 31 NET","none",0,Neutral
826,"BRANIFF &lt;BAIR> MAY GET MEXICAN SERVICE AUTHORITY","none",0,Neutral
827,"BOSTON EDISON CO &lt;BSE> REGULAR DIVIDEND","none",0,Neutral
828,"NIPPON SIGNAL ISSUES 50 MLN SWISS FRANC NOTES","issues(-)",-1,Negative
829,"GERMAN COST OF LIVING FALLS IN MARCH ON YEAR-AGO","falls(-)",-1,Negative
830,"BRITISH BANKS RESIST SIGNING MEXICO PACKAGE, SEEK MORE EQUITABLE CONTRIBUTIONS - LLOYDS","equitable(+)",1,Positive
831,"TURKEY COULD APPLY FOR EC MEMBERSHIP BY EARLY MAY","none",0,Neutral
832,"BRITISH BANKS SEEK MORE EQUITABLE CONTRIBUTIONS ON MEXICO PACKAGE - LLOYDS","equitable(+)",1,Positive
833,"FOOTE MINERAL &lt;FTE> TO MERGE INTO RIO TINTO","none",0,Neutral
834,"U.S. FIRST TIME JOBLESS CLAIMS ROSE IN WEEK","jobless(-)",-1,Negative
835,"BRITISH BANKS RESIST SIGNING MEXICO PACKAGE","none",0,Neutral
836,"HONG KONG FEBRUARY TRADE SWINGS INTO DEFICIT","none",0,Neutral
837,"BEST PRODUCTS CO INC 4TH QTR SHR 1.44 DLRS VS 83 CTS","best(+)",1,Positive
838,"GENERALE HEAD CALLS FOR BELGIAN BANK FLEXIBILITY","flexibility(+)",1,Positive
839,"BEST PRODUCTS CO &lt;BES> 4TH QTR JAN 31 NET","best(+)",1,Positive
840,"K MART &lt;KM> TO SUPPLY HOME SHOPPING NETWORK","none",0,Neutral
841,"BANK OF SPAIN PROVIDES YEAR RECORD ASSISTANCE FUNDS","none",0,Neutral
842,"GREAT WESTERN &lt;GWF> TO REDEEM DEBENTURES","redeem(+) | great(+)",2,Positive
843,"CHINA, PORTUGAL INITIAL MACAO PACT","none",0,Neutral
844,"ETHYL CORP &lt;EY> UNITS COMPLETE ACQUISITON","none",0,Neutral
845,"JEFFERIES IS MAKING A MARKET IN STANDARD &lt;SRD>","none",0,Neutral
846,"COLONIAL &lt;CABK> TALKS WITH DISSIDENTS BREAK DOWN","break(-) | dissidents(-)",-2,Negative
847,"BRITISH POLITICIANS URGE JAPAN TRADE SANCTIONS","none",0,Neutral
848,"U.K. TRADE FIGURES BUOY HOPES OF INTEREST RATE CUT","none",0,Neutral
849,"S. KOREA MAY BUY U.S. OIL TO AID TRADE BALANCE","none",0,Neutral
850,"BP &lt;BP> TO HOLD NEW YORK PRESS CONFERENCE","none",0,Neutral
851,"U.S. TREASURY'S MULFORD REAFFIRMS G-6 PACT TO FOSTER CURRENCY STABILITY AROUND CURRENT LEVELS","stability(+)",1,Positive
852,"TREASURY'S MULFORD SAYS G-6 HAS NO CURRENCY TARGET ZONES, RANGES","none",0,Neutral
853,"GERMAN ANALYSTS SEE GOLD FIRMING LATER THIS YEAR","gold(+)",1,Positive
854,"ESSEX CHEMICAL &lt;ESX> SELLS CONVERTIBLE DEBT","debt(-)",-1,Negative
855,"U.K. MONEY MARKET RECEIVES 226 MLN STG ASSISTANCE","none",0,Neutral
856,"SWEDEN REVISES BUDGET FORECASTS","none",0,Neutral
857,"BANK OF FRANCE LEAVES MONEY MARKET INTERVENTION RATE UNCHANGED AT 7-3/4 PCT - OFFICIAL","none",0,Neutral
858,"MCO &lt;MCO>, MAXXAM &lt;MXM> HOLDERS APPROVE MERGER","approve(+)",1,Positive
859,"CANADA DETAILS TWO BOND AUCTIONS","none",0,Neutral
860,"PRICE CO &lt;PCLB> 2ND QTR MARCH 15 NET","none",0,Neutral
861,"CAROLIAN SYSTEMS SEES LOWER FISCAL 1987 PROFIT","none",0,Neutral
862,"BANK OF FRANCE BUYS DOLLARS, SELLS YEN - DEALERS","none",0,Neutral
863,"TUNISIA TO BREAK TIES WITH IRAN","break(-)",-1,Negative
864,"U.S TREASURY'S MULFORD REAFFIRMS G-6 AGREEMENT","none",0,Neutral
865,"FRENCH FREE MARKET CEREAL EXPORT BIDS DETAILED","free(+)",1,Positive
866,"U.S. GOLD EAGLE SALES PROJECTED AT 3.1 MLN OUNCES","gold(+)",1,Positive
867,"NEOAX &lt;NOAX> TO SELL NOVATRONICS FOR 20 MLN DLRS","none",0,Neutral
868,"PONCE FEDERAL BANK FSB &lt;PFBS> RAISES DIVIDEND","none",0,Neutral
869,"FOOTHILL GROUP &lt;FGI> SEES BETTER FIRST QUARTER","better(+)",1,Positive
870,"COMMODORE &lt;CBU> IN PACT FOR COMPUTER GRAPHICS","none",0,Neutral
871,"BANK OF FRANCE BUYS DOLLARS, SELLS YEN - DEALERS","none",0,Neutral
872,"STANDARD &lt;SRD> REFERRING BP &lt;BP> BID TO GROUP","none",0,Neutral
873,"MULFORD SEES MORE BANK LOANS TO DEBTORS IN 1987","none",0,Neutral
